"LSOA11CD","index_of_multiple_deprivation_imd_decile","wkt"
"E01003674",8,"MULTIPOLYGON (((540398.3 190932.3, 540438.2 190907.5, 540463.8 190924.8, 540456.5 190840, 540546 190828.5, 540531.9 190858.4, 540564.6 190887.3, 540670.4 190843.9, 540666.9 190832, 540647.9 190766.3, 540597.4 190554, 540557.3 190271.6, 540444 190248, 540393.6 190202.2, 540283.2 190234.4, 540227 190187.6, 540231.4 190143.8, 540187.4 190132, 540180.8 190132.9, 540152 190134.8, 540105.3 190208.2, 540071.7 190190.7, 539789.5 190253.2, 539785.1 190304.7, 539948 190276, 540184 190252, 540134.7 190302.8, 540135.2 190355.4, 540171.9 190364.7, 540199 190393, 540165 190408, 540142.5 190487.6, 540135 190513, 540248.9 190550.2, 540371.7 190570, 540367.2 190591.1, 540342.9 190673.4, 540345.3 190698.7, 540299 190743, 540327.1 190807.1, 540258.6 190812.6, 540274.2 190870.4, 540312.3 190864, 540310.9 190959.4, 540400.4 190973.5, 540398.3 190932.3)))"
"E01003675",6,"MULTIPOLYGON (((542039.3 188860.6, 542051.5 188820.4, 542093.1 188830, 542127.7 188759.3, 542106.5 188654.3, 542025.9 188608.6, 542061.4 188545, 542024.5 188516.5, 542041 188484, 541994 188465, 542007 188430.5, 542103.8 188467.5, 542162.6 188459.1, 542149.1 188435.6, 542275 188468, 542299.8 188500.5, 542275.3 188529.8, 542338.1 188594.5, 542416.4 188447.7, 542378.8 188423.4, 542378.9 188380.7, 542274 188371.3, 542064.2 188352.5, 541816 188331.1, 541498.1 188333.6, 541519.5 188406.5, 541606.7 188481.5, 541683.5 188617.9, 541729 188612.2, 541724 188692, 541755.8 188707.4, 541768.6 188675.2, 541854.6 188717.1, 541815.8 188777.6, 541844 188796, 541877.7 188767.6, 542039.3 188860.6)))"
"E01003676",8,"MULTIPOLYGON (((542294.5 188884.5, 542380.2 188774.7, 542416.7 188798.2, 542438 188778, 542497.8 188851, 542510.3 188822.8, 542557.5 188710.7, 542636.2 188445.8, 542640.1 188401.9, 542555 188395.1, 542535.6 188393.8, 542378.9 188380.7, 542378.8 188423.4, 542416.4 188447.7, 542338.1 188594.5, 542275.3 188529.8, 542299.8 188500.5, 542275 188468, 542149.1 188435.6, 542162.6 188459.1, 542103.8 188467.5, 542007 188430.5, 541994 188465, 542041 188484, 542024.5 188516.5, 542061.4 188545, 542025.9 188608.6, 542106.5 188654.3, 542127.7 188759.3, 542149.2 188783.7, 542294.5 188884.5)))"
"E01003677",8,"MULTIPOLYGON (((541762 189853, 541852 189814, 541915.4 189864.4, 542046.8 189659.2, 541983.5 189539.2, 541810.8 189351.5, 541933.8 189172.3, 541875.7 189122.5, 541894.6 189088.1, 541969.4 188991.6, 542043.2 189006.2, 542074.6 188973, 542041.1 188944.5, 542093.1 188830, 542051.5 188820.4, 542039.3 188860.6, 541877.7 188767.6, 541844 188796, 541815.8 188777.6, 541854.6 188717.1, 541768.6 188675.2, 541755.8 188707.4, 541724 188692, 541729 188612.2, 541683.5 188617.9, 541639.1 188718.9, 541502.5 189086.3, 541508.5 189227.5, 541498.6 189387.7, 541515.3 189927.7, 541438.7 190040.3, 541353.4 190054, 541253.2 190147.7, 541247.3 190272.3, 541624.2 190134.4, 541830.2 190040.5, 541858 190016, 541762 189853)))"
"E01003678",8,"MULTIPOLYGON (((542123.4 189920, 542182.8 189867.6, 542297.7 189942.1, 542342.1 189911.7, 542343.4 189970.5, 542417.5 189957.2, 542463 189966.1, 542463.3 190006.7, 542516 190005, 542543.7 189957, 542468.3 189868.9, 542532.4 189802.6, 542573.8 189826.1, 542612.9 189783.2, 542730.6 189870.5, 542759 189841, 542734.7 189818, 542756.3 189770.3, 542796 189795.7, 542811 189687, 542901.9 189710.9, 542843.3 189644.3, 542878.6 189606.3, 542865.1 189465.1, 542856.8 189389.4, 542663 189242.9, 542552.6 189410.6, 542494.2 189398.9, 542474 189484, 542556.1 189541.1, 542541.5 189590.2, 542427.7 189632.3, 542372.4 189653, 542270.1 189796.9, 542230.8 189828.1, 542177.4 189776.4, 542048.6 189927.4, 542141 190020.1, 542256.2 190100.3, 542348 190113.2, 542345.5 190060.4, 542266.8 190043.6, 542123.4 189920)))"
"E01003679",8,"MULTIPOLYGON (((543209.2 190034.5, 543170.2 189958.4, 543105.4 190024, 543051.6 189962.6, 543013.1 189986.2, 542981.3 189950.1, 543003.3 189866.6, 542942.6 189813.7, 542894.7 189767.7, 542923.3 189730.5, 542901.9 189710.9, 542811 189687, 542796 189795.7, 542756.3 189770.3, 542734.7 189818, 542759 189841, 542730.6 189870.5, 542612.9 189783.2, 542573.8 189826.1, 542532.4 189802.6, 542468.3 189868.9, 542543.7 189957, 542516 190005, 542463.3 190006.7, 542463 189966.1, 542417.5 189957.2, 542343.4 189970.5, 542342.1 189911.7, 542297.7 189942.1, 542182.8 189867.6, 542123.4 189920, 542266.8 190043.6, 542345.5 190060.4, 542348 190113.2, 542690.4 190104.2, 543011.5 190094.3, 543221.3 190087.8, 543270.8 190085.9, 543270.8 190044.3, 543209.2 190034.5)))"
"E01003680",9,"MULTIPOLYGON (((543270.8 190044.3, 543180.6 189901, 543201.3 189884.7, 543330.6 189789.3, 543508.6 189654.3, 543450.9 189608.3, 543268.9 189458.9, 543218.3 189417.5, 543135.4 189350.6, 543112.5 189384.5, 543212.7 189470.1, 543121.5 189584.5, 543056.1 189532.2, 543024.4 189562.4, 542865.1 189465.1, 542878.6 189606.3, 542843.3 189644.3, 542901.9 189710.9, 542923.3 189730.5, 542894.7 189767.7, 542942.6 189813.7, 543003.3 189866.6, 542981.3 189950.1, 543013.1 189986.2, 543051.6 189962.6, 543105.4 190024, 543170.2 189958.4, 543209.2 190034.5, 543270.8 190044.3)))"
"E01003681",6,"MULTIPOLYGON (((541935.4 189976, 542028.7 189905.2, 542048.6 189927.4, 542177.4 189776.4, 542230.8 189828.1, 542270.1 189796.9, 542372.4 189653, 542427.7 189632.3, 542541.5 189590.2, 542556.1 189541.1, 542474 189484, 542494.2 189398.9, 542552.6 189410.6, 542663 189242.9, 542856.8 189389.4, 542865.1 189465.1, 543024.4 189562.4, 543056.1 189532.2, 543121.5 189584.5, 543212.7 189470.1, 543112.5 189384.5, 543135.4 189350.6, 542946.8 189203.9, 542733.6 189040.6, 542703.7 189012.9, 542673.9 188986.4, 542497.8 188851, 542410.3 188963.9, 542571.5 189065.4, 542543.3 189131.6, 542375.3 189027.5, 542341 189055, 542293.2 189019.4, 542278.3 189050.8, 542426.6 189173.4, 542414 189216, 542344 189328, 542265.8 189266.5, 542242.8 189336.2, 542159.4 189302.8, 542141 189349, 542194 189365, 542122 189364, 542022 189523, 541983.5 189539.2, 542046.8 189659.2, 541915.4 189864.4, 541852 189814, 541762 189853, 541858 190016, 541830.2 190040.5, 541935.4 189976)))"
"E01003682",9,"MULTIPOLYGON (((542022 189523, 542122 189364, 542194 189365, 542141 189349, 542159.4 189302.8, 542242.8 189336.2, 542265.8 189266.5, 542344 189328, 542414 189216, 542426.6 189173.4, 542278.3 189050.8, 542293.2 189019.4, 542341 189055, 542375.3 189027.5, 542543.3 189131.6, 542571.5 189065.4, 542410.3 188963.9, 542497.8 188851, 542438 188778, 542416.7 188798.2, 542380.2 188774.7, 542294.5 188884.5, 542149.2 188783.7, 542127.7 188759.3, 542093.1 188830, 542041.1 188944.5, 542074.6 188973, 542043.2 189006.2, 541969.4 188991.6, 541894.6 189088.1, 541875.7 189122.5, 541933.8 189172.3, 541810.8 189351.5, 541983.5 189539.2, 542022 189523)))"
"E01003683",5,"MULTIPOLYGON (((544676.9 186129.8, 544704.6 186014.1, 544766.1 186036.7, 544784.2 185991.9, 544806.5 185934.3, 544641.3 185868.9, 544666.1 185799.7, 544468.4 185721, 544448.2 185753.9, 544392.5 185733.8, 544364.6 185803.3, 544346.1 185835.9, 544380.1 185856, 544357 185918.8, 544320.4 185907.1, 544286.7 185979.7, 544325.4 186004.7, 544480.2 186032.7, 544469 186099.5, 544504.2 186118.4, 544544 186126.4, 544566.5 186062.4, 544595.9 186085.4, 544591.3 186138.7, 544676.2 186155.9, 544676.9 186129.8)))"
"E01003684",5,"MULTIPOLYGON (((544912 185660, 544741.9 185595, 544522.1 185509.6, 544461.1 185486.2, 544423.1 185584.7, 544469.5 185603.2, 544457.1 185639, 544425 185625.5, 544416.2 185659.6, 544473.7 185682.7, 544468.4 185721, 544666.1 185799.7, 544641.3 185868.9, 544806.5 185934.3, 544861.1 185792.7, 544912 185660)))"
"E01003685",5,"MULTIPOLYGON (((544161.4 186138.4, 544203.3 186027.2, 544235.8 186039.9, 544302.5 186067, 544325.4 186004.7, 544286.7 185979.7, 544320.4 185907.1, 544357 185918.8, 544380.1 185856, 544346.1 185835.9, 544364.6 185803.3, 544392.5 185733.8, 544448.2 185753.9, 544468.4 185721, 544473.7 185682.7, 544416.2 185659.6, 544425 185625.5, 544331.2 185586.2, 544303.4 185657.8, 544275.8 185730.9, 544247.8 185804.9, 544219.1 185869.4, 544114.3 185829.3, 543912.4 185751.6, 543893.9 185827.4, 544060.3 185891.9, 543987.3 186024.6, 544103 186077.7, 544096.7 186116.8, 544161.4 186138.4)))"
"E01003686",4,"MULTIPOLYGON (((544410.4 186624.3, 544429.2 186558.9, 544464.2 186564.1, 544454.2 186531.9, 544583 186517, 544660 186517, 544665.1 186516.7, 544671.1 186489.4, 544631.6 186478.6, 544676.2 186155.9, 544591.3 186138.7, 544595.9 186085.4, 544566.5 186062.4, 544544 186126.4, 544504.2 186118.4, 544469 186099.5, 544480.2 186032.7, 544325.4 186004.7, 544302.5 186067, 544340.5 186087.8, 544305.2 186188.3, 544465.8 186244.2, 544432.3 186353.5, 544466 186386.2, 544454.2 186440.5, 544234.2 186375.5, 544242 186334.5, 544210.7 186323.3, 544132 186537, 544232 186573, 544253 186549, 544342 186623, 544410.4 186624.3)))"
"E01003688",4,"MULTIPOLYGON (((544132 186537, 544210.7 186323.3, 544242 186334.5, 544234.2 186375.5, 544454.2 186440.5, 544466 186386.2, 544432.3 186353.5, 544465.8 186244.2, 544305.2 186188.3, 544340.5 186087.8, 544302.5 186067, 544235.8 186039.9, 544203.3 186027.2, 544161.4 186138.4, 544096.7 186116.8, 543982 186376.7, 544016.3 186412.8, 544035 186430, 544056.5 186446.9, 544016.9 186549.1, 544111.9 186594.3, 544132 186537)))"
"E01003689",3,"MULTIPOLYGON (((543955.3 186642.3, 543982.5 186502, 543893 186519, 543914 186460, 543962 186475, 543981 186432, 544004 186452, 544035 186430, 544016.3 186412.8, 543982 186376.7, 544096.7 186116.8, 544103 186077.7, 543987.3 186024.6, 544060.3 185891.9, 543893.9 185827.4, 543912.4 185751.6, 543875.7 185738, 543863 185773.9, 543837.2 185857.4, 543749.1 186036.6, 543736.8 186058.9, 543707.8 186115.2, 543698.6 186207, 543640.9 186235, 543591.7 186320.7, 543608 186511.2, 543745.5 186563.1, 543897.8 186620.6, 543955.3 186642.3)))"
"E01003690",5,"MULTIPOLYGON (((543711.4 188083.8, 543706.9 188043, 543743.1 188062.1, 543911.4 187920.6, 543970.1 187844.5, 543995.2 187883.5, 544023.3 187867.1, 543917.6 187722.7, 543874 187690.4, 543976.6 187563.7, 543909 187501.1, 543770.3 187372.4, 543485.1 187117.9, 543364.6 187031.5, 543346.1 187057.1, 543295.1 187129.3, 543318.7 187258.6, 543296.3 187330.8, 543222.3 187494.3, 543174.7 187632.8, 543157 187683, 543190.9 187717.2, 543171.2 187790.8, 543209.1 187902.4, 543170.2 187932.3, 543147.6 187896.6, 543115.7 187919.1, 543132.4 187954.9, 543050.1 188029.4, 543077.1 188056.9, 543018.6 188109.3, 543045.5 188133.9, 542999 188203, 542964.9 188245, 542997 188267.1, 542955.9 188282.5, 542996.8 188318.2, 543010.9 188432.6, 543249 188433.2, 543364.6 188412.4, 543383.6 188365.9, 543353.3 188329.9, 543383.2 188295.4, 543458.5 188288.8, 543611.8 188160, 543711.4 188083.8)))"
"E01003691",7,"MULTIPOLYGON (((542701.9 186821, 542382.6 186819.5, 542308.3 186999.2, 542355.3 187104.1, 542474.2 187167.5, 542362.3 187366.6, 542438.7 187408.7, 542718.1 187494.6, 542772.4 187504.1, 542813 187471, 542739.3 187451.8, 542675.1 187319.2, 542738.8 187280.2, 542659 187155.7, 542718 187115.9, 542779.2 187075.2, 542841 187033.6, 542756 186907.1, 542771.1 186865, 542701.9 186821)))"
"E01003692",6,"MULTIPOLYGON (((543018.6 188109.3, 543077.1 188056.9, 543050.1 188029.4, 543132.4 187954.9, 543115.7 187919.1, 543147.6 187896.6, 543170.2 187932.3, 543209.1 187902.4, 543171.2 187790.8, 543190.9 187717.2, 543157 187683, 543174.7 187632.8, 543222.3 187494.3, 543192.3 187480.1, 543171.4 187510.6, 543037.2 187446.7, 542971.6 187580.8, 542961.6 187576.7, 542931 187652.7, 542898.4 187732.8, 542864.3 187807.4, 542985.6 187858.3, 542845.6 187966.6, 542914.2 188010.8, 542811 188169, 542841.8 188185.9, 542923.8 188074.8, 542997.2 188143, 542973.7 188177.9, 542999 188203, 543045.5 188133.9, 543018.6 188109.3)))"
"E01003693",6,"MULTIPOLYGON (((542731.1 187993, 542668.4 187975.1, 542642.2 187913.2, 542656.1 187772.8, 542376.4 187805.2, 542365.9 187764.7, 542392.2 187764.8, 542423.8 187686.5, 542475.4 187630.4, 542463.7 187583.2, 542500.2 187525.2, 542627.5 187646.4, 542707.1 187552.8, 542718.1 187494.6, 542438.7 187408.7, 542362.3 187366.6, 542474.2 187167.5, 542355.3 187104.1, 542270.9 187221.2, 542215.5 187212.6, 542203.2 187249.1, 542205.1 187447, 542150.4 187601.3, 542001.5 187618.4, 541822.1 187857.4, 541838.2 188014.6, 541913.2 188115.9, 542195 187819, 542206.7 187873.2, 542102.4 187988.1, 542122 188029.6, 542170.6 188027.5, 542146 188105, 542169.6 188132.4, 542251.6 188094.2, 542250.5 187989.3, 542409.1 188029.8, 542399.3 188067.5, 542430.2 188076, 542689.5 188134, 542731.1 187993)))"
"E01003694",6,"MULTIPOLYGON (((542864.3 187807.4, 542898.4 187732.8, 542931 187652.7, 542961.6 187576.7, 542843.4 187530.2, 542831 187458, 542876.9 187420, 542856.2 187391, 542825 187413.1, 542738.8 187280.2, 542675.1 187319.2, 542739.3 187451.8, 542813 187471, 542772.4 187504.1, 542718.1 187494.6, 542707.1 187552.8, 542627.5 187646.4, 542500.2 187525.2, 542463.7 187583.2, 542475.4 187630.4, 542423.8 187686.5, 542392.2 187764.8, 542365.9 187764.7, 542376.4 187805.2, 542656.1 187772.8, 542642.2 187913.2, 542668.4 187975.1, 542731.1 187993, 542689.5 188134, 542811 188169, 542914.2 188010.8, 542845.6 187966.6, 542985.6 187858.3, 542864.3 187807.4)))"
"E01003695",4,"MULTIPOLYGON (((542971.6 187580.8, 543037.2 187446.7, 543171.4 187510.6, 543192.3 187480.1, 543202 187437.3, 543125.8 187346.2, 543041.2 187300.8, 543031.8 187258.4, 543003.3 187277.4, 542841 187033.6, 542779.2 187075.2, 542718 187115.9, 542659 187155.7, 542738.8 187280.2, 542825 187413.1, 542856.2 187391, 542876.9 187420, 542831 187458, 542843.4 187530.2, 542961.6 187576.7, 542971.6 187580.8)))"
"E01003696",7,"MULTIPOLYGON (((542999 188203, 542973.7 188177.9, 542997.2 188143, 542923.8 188074.8, 542841.8 188185.9, 542811 188169, 542689.5 188134, 542430.2 188076, 542399.3 188067.5, 542279.5 188308.2, 542274 188371.3, 542378.9 188380.7, 542535.6 188393.8, 542555 188395.1, 542640.1 188401.9, 542860.9 188421.3, 543010.9 188432.6, 542996.8 188318.2, 542955.9 188282.5, 542997 188267.1, 542964.9 188245, 542999 188203)))"
"E01003697",5,"MULTIPOLYGON (((542274 188371.3, 542279.5 188308.2, 542399.3 188067.5, 542409.1 188029.8, 542250.5 187989.3, 542251.6 188094.2, 542169.6 188132.4, 542146 188105, 542170.6 188027.5, 542122 188029.6, 542102.4 187988.1, 542206.7 187873.2, 542195 187819, 541913.2 188115.9, 541838.2 188014.6, 541822.1 187857.4, 541794.2 187888.3, 541573.8 188116.1, 541469.5 188171.6, 541495.4 188321.8, 541498.1 188333.6, 541816 188331.1, 542064.2 188352.5, 542274 188371.3)))"
"E01003698",6,"MULTIPOLYGON (((544357.4 191499.6, 544359.8 191451.1, 544441.8 191431.1, 544438 191372, 544392.2 191353.6, 544381 191307.4, 544416.3 191270.9, 544383.5 191253.6, 544390.3 191218.7, 544260.5 191168.3, 544260.7 191127, 544264 191090.8, 544243.2 191009.6, 544288.4 190947.6, 544223.9 190895.7, 544168.6 190877.7, 544181.1 190918.5, 544047.5 191050.5, 544034.2 191103.9, 544104.5 191098.5, 544134.5 191296.4, 544091.8 191306.9, 544009.9 191280, 543921 191456.4, 544047 191452, 544041.5 191486.6, 544084.7 191503.4, 544027.8 191598.1, 544131.7 191624.3, 544251.6 191656.1, 544266.3 191535.6, 544357.4 191499.6)))"
"E01003699",7,"MULTIPOLYGON (((545856.1 191812.3, 545934.9 191621, 545957.9 191628.2, 546194.4 191201.8, 545632.8 190924.5, 545234.7 190727.7, 544934.5 190579.2, 544992.1 190947.3, 545045 191267, 545075.1 191466.9, 545058.6 191448.6, 545049.3 191527.5, 545087.5 191543, 545157.2 191570.6, 545379 191660.1, 545457.4 191691.8, 545527 191719.9, 545558.2 191732.5, 545623.9 191758.3, 545701.9 191788.9, 545878.6 191858.1, 545890.1 191829.9, 545856.1 191812.3)))"
"E01003700",5,"MULTIPOLYGON (((544134.5 191296.4, 544104.5 191098.5, 544034.2 191103.9, 544047.5 191050.5, 544181.1 190918.5, 544168.6 190877.7, 544223.9 190895.7, 544288.4 190947.6, 544243.2 191009.6, 544264 191090.8, 544424.3 191144.5, 544420.6 191003.4, 544640.2 190995.8, 544716.7 190939.3, 544790.9 190893.6, 544992.1 190947.3, 544934.5 190579.2, 544867.1 190154.1, 544857.9 190156.2, 544670.8 190211.8, 544681 190243, 544599 190408, 544565 190379, 544534 190405, 544509 190380.3, 544494.3 190392, 544497.9 190418.5, 544391 190447.2, 544415.2 190487.6, 544345.1 190568.4, 544210.9 190760.4, 544163.7 190744, 544131.4 190837.9, 544081 190796.6, 544019.5 190746.3, 543906.5 190735.1, 543642.5 190791.2, 543698 191056.7, 543669.9 191152.5, 543887.7 191248.9, 543923.8 191262.4, 543952.1 191240.2, 544009.9 191280, 544091.8 191306.9, 544134.5 191296.4)))"
"E01003701",6,"MULTIPOLYGON (((544599 190408, 544681 190243, 544670.8 190211.8, 544857.9 190156.2, 544867.1 190154.1, 544806 189599.1, 544715.8 189629.4, 544672.4 189626.9, 544609.2 189663.7, 544586 189647.3, 544454.1 189736.6, 544248.4 189738.5, 544312.2 189941.5, 544426.7 190183.6, 544532.8 190377.2, 544509 190380.3, 544534 190405, 544565 190379, 544599 190408)))"
"E01003702",6,"MULTIPOLYGON (((545124.7 191790.9, 545087.5 191543, 545049.3 191527.5, 545058.6 191448.6, 545075.1 191466.9, 545045 191267, 544971 191234.5, 544880.1 191459.8, 544740.7 191404.5, 544727.3 191426, 544675.5 191398.7, 544638.3 191453.5, 544579.2 191426.3, 544594.2 191375.5, 544555.1 191371, 544527.4 191450.4, 544499.1 191439.1, 544483 191508.2, 544419.8 191541, 544365.5 191535.3, 544357.4 191499.6, 544266.3 191535.6, 544251.6 191656.1, 544324.6 191665.5, 544354.6 191793.2, 544443.9 191782.4, 544530.6 191689.6, 544545 191672, 544631.9 191580.1, 544756.4 191633.6, 544767.3 191669.8, 544905.9 191737.3, 545005.7 191780.4, 544959.4 191881.7, 544950.3 192003.4, 544997.3 192137.5, 545085.9 192192.2, 545106.1 192279.4, 545135.7 192290.1, 545155.7 192236, 545171.9 192110.5, 545124.7 191790.9)))"
"E01003703",6,"MULTIPOLYGON (((544027.8 191598.1, 544084.7 191503.4, 544041.5 191486.6, 544047 191452, 543921 191456.4, 544009.9 191280, 543952.1 191240.2, 543923.8 191262.4, 543887.7 191248.9, 543669.9 191152.5, 543698 191056.7, 543642.5 190791.2, 543633.5 190793.4, 543611.3 190798.6, 543451.8 190837.2, 543425.9 190843.6, 543193 190900.2, 542948.8 190987.5, 542508 191150.5, 542462.2 191275.6, 542434.4 191359.1, 542575.3 191292.4, 542620.1 191300.1, 542778 191563.8, 542789.7 191582.8, 542806.9 191613.6, 543007.4 191577.8, 543057.4 191709.9, 542955.1 191801.7, 543024.2 191838.5, 543162.5 191741.8, 543344.7 191692.6, 543349.5 191690.4, 543651.3 191578.8, 543711.1 191619.7, 543802.1 191677.5, 543825.3 191697, 543883.5 191745.6, 544029.5 191831.5, 544146.6 191840.8, 544268.7 191812.3, 544354.6 191793.2, 544324.6 191665.5, 544251.6 191656.1, 544131.7 191624.3, 544027.8 191598.1)))"
"E01003704",5,"MULTIPOLYGON (((544483 191508.2, 544499.1 191439.1, 544527.4 191450.4, 544555.1 191371, 544594.2 191375.5, 544579.2 191426.3, 544638.3 191453.5, 544675.5 191398.7, 544727.3 191426, 544740.7 191404.5, 544880.1 191459.8, 544971 191234.5, 545045 191267, 544992.1 190947.3, 544790.9 190893.6, 544716.7 190939.3, 544640.2 190995.8, 544420.6 191003.4, 544424.3 191144.5, 544264 191090.8, 544260.7 191127, 544260.5 191168.3, 544390.3 191218.7, 544383.5 191253.6, 544416.3 191270.9, 544381 191307.4, 544392.2 191353.6, 544438 191372, 544441.8 191431.1, 544359.8 191451.1, 544357.4 191499.6, 544365.5 191535.3, 544419.8 191541, 544483 191508.2)))"
"E01003705",6,"MULTIPOLYGON (((544131.4 190837.9, 544163.7 190744, 544210.9 190760.4, 544345.1 190568.4, 544415.2 190487.6, 544391 190447.2, 544497.9 190418.5, 544494.3 190392, 544509 190380.3, 544532.8 190377.2, 544426.7 190183.6, 544312.2 189941.5, 544285 189949.6, 544288.6 189986.8, 543998.8 190055.7, 543976.4 190085.7, 544058.1 190227.6, 543970.2 190311.2, 544105.4 190485.7, 544065.2 190491.4, 544045.7 190452.9, 543917.3 190480.2, 543882.1 190500.3, 543909 190571, 543866.3 190597.3, 543876.9 190640.2, 543906.5 190735.1, 544019.5 190746.3, 544081 190796.6, 544131.4 190837.9)))"
"E01003706",6,"MULTIPOLYGON (((543906.5 190735.1, 543876.9 190640.2, 543866.3 190597.3, 543909 190571, 543882.1 190500.3, 543917.3 190480.2, 544045.7 190452.9, 544065.2 190491.4, 544105.4 190485.7, 543970.2 190311.2, 543941.5 190331.1, 543962 190377.2, 543892.9 190416.4, 543852 190412, 543838.7 190371.3, 543808.1 190402.2, 543764 190387, 543723.1 190362.2, 543625.6 190418.2, 543638.4 190458.1, 543560.2 190501.2, 543506.9 190486.4, 543509.9 190528.7, 543449.4 190579.2, 543438.5 190548.3, 543361.9 190572.6, 543295 190625, 543318 190710.4, 543336.9 190749.2, 543435 190722.4, 543451.8 190837.2, 543611.3 190798.6, 543633.5 190793.4, 543642.5 190791.2, 543906.5 190735.1)))"
"E01003707",6,"MULTIPOLYGON (((542627 190802, 542738 190658, 542783.3 190692.7, 542835.2 190621.6, 542751 190565, 542788.2 190402, 542839.9 190314.5, 542849.5 190279.7, 542865.7 190249.5, 542909.7 190290.7, 542965.9 190287.2, 542970 190279.1, 542980.6 190238.2, 543008.9 190273.1, 543019.5 190282.7, 543032 190294, 543081 190339, 543104.2 190313.7, 543168.3 190340.3, 543206.4 190290.7, 543169 190217.4, 543077.6 190259.1, 543027.4 190243, 543003.6 190195.8, 543045.1 190152.8, 543192.3 190130.2, 543221.3 190087.8, 543011.5 190094.3, 542690.4 190104.2, 542688.5 190155.9, 542518.2 190163.1, 542520.5 190251.4, 542474.2 190268.1, 542359.1 190268.4, 542358.8 190274.9, 542365.5 190291.1, 542415.2 190383.7, 542474.1 190422.3, 542471.9 190488.7, 542531.9 190603.4, 542507.9 190670.1, 542526.8 190706.1, 542581.5 190707.3, 542553 190753.4, 542577.3 190793, 542592.4 190773.7, 542627 190802)))"
"E01003708",3,"MULTIPOLYGON (((543193 190900.2, 543425.9 190843.6, 543451.8 190837.2, 543435 190722.4, 543336.9 190749.2, 543318 190710.4, 543238.7 190733.8, 543214.6 190647.5, 543251.3 190630.4, 543243 190593.7, 543163.6 190482.4, 543060.1 190531.9, 542973.4 190419.4, 542908.4 190411.7, 543032 190294, 543019.5 190282.7, 543008.9 190273.1, 542980.6 190238.2, 542970 190279.1, 542965.9 190287.2, 542909.7 190290.7, 542865.7 190249.5, 542849.5 190279.7, 542839.9 190314.5, 542788.2 190402, 542751 190565, 542835.2 190621.6, 542783.3 190692.7, 542738 190658, 542627 190802, 542592.4 190773.7, 542577.3 190793, 542529 190873, 542362 190513, 542217.9 190595.1, 542348.6 190832, 542508 191150.5, 542948.8 190987.5, 543193 190900.2)))"
"E01003709",8,"MULTIPOLYGON (((543361.9 190572.6, 543438.5 190548.3, 543449.4 190579.2, 543509.9 190528.7, 543506.9 190486.4, 543560.2 190501.2, 543638.4 190458.1, 543625.6 190418.2, 543723.1 190362.2, 543718.4 190275.6, 543582.9 190346, 543529.9 190340.7, 543538.9 190274.6, 543504 190288.8, 543483 190258, 543479 190186, 543391.5 190191.9, 543378.7 190139.6, 543430.3 190119.8, 543427.1 190078.8, 543380.3 190080.8, 543270.8 190085.9, 543221.3 190087.8, 543192.3 190130.2, 543045.1 190152.8, 543003.6 190195.8, 543027.4 190243, 543077.6 190259.1, 543169 190217.4, 543206.4 190290.7, 543168.3 190340.3, 543104.2 190313.7, 543081 190339, 543032 190294, 542908.4 190411.7, 542973.4 190419.4, 543060.1 190531.9, 543163.6 190482.4, 543243 190593.7, 543251.3 190630.4, 543214.6 190647.5, 543238.7 190733.8, 543318 190710.4, 543295 190625, 543361.9 190572.6)))"
"E01003710",8,"MULTIPOLYGON (((542531.9 190603.4, 542471.9 190488.7, 542474.1 190422.3, 542415.2 190383.7, 542365.5 190291.1, 542358.8 190274.9, 542359.1 190268.4, 542474.2 190268.1, 542520.5 190251.4, 542518.2 190163.1, 542688.5 190155.9, 542690.4 190104.2, 542348 190113.2, 542256.2 190100.3, 542141 190020.1, 542048.6 189927.4, 542028.7 189905.2, 541935.4 189976, 541986.2 190042.8, 541946.1 190067.7, 542058.4 190223.5, 542134.9 190294, 542167.8 190354.7, 542240.9 190484.8, 542176.4 190517.4, 542217.9 190595.1, 542362 190513, 542529 190873, 542577.3 190793, 542553 190753.4, 542581.5 190707.3, 542526.8 190706.1, 542507.9 190670.1, 542531.9 190603.4)))"
"E01003711",6,"MULTIPOLYGON (((543962 190377.2, 543941.5 190331.1, 543970.2 190311.2, 544058.1 190227.6, 543976.4 190085.7, 543998.8 190055.7, 544288.6 189986.8, 544285 189949.6, 544312.2 189941.5, 544248.4 189738.5, 544217.1 189603.8, 544163.1 189531.3, 543965.6 189624.5, 543887.6 189678.6, 543903.8 189712.1, 543715.4 189817.7, 543723.2 189823.6, 543864 189927, 543865.3 190007.2, 543792.7 190072, 543764.9 190072, 543740.7 189975.1, 543636.6 190030.2, 543526.4 190033.4, 543519.4 189994.9, 543466 190076, 543427.1 190078.8, 543430.3 190119.8, 543378.7 190139.6, 543391.5 190191.9, 543479 190186, 543483 190258, 543504 190288.8, 543538.9 190274.6, 543529.9 190340.7, 543582.9 190346, 543718.4 190275.6, 543723.1 190362.2, 543764 190387, 543808.1 190402.2, 543838.7 190371.3, 543852 190412, 543892.9 190416.4, 543962 190377.2)))"
