"LSOA11CD","index_of_multiple_deprivation_imd_decile","wkt"
"E01002176",7,"MULTIPOLYGON (((516791 188965.3, 516907.2 188884, 516968.5 188947.9, 516971.9 188862.8, 517023.3 188903.2, 517003.3 189048, 517036.8 189046.5, 517051.6 188961.6, 517105 188928.9, 517184.7 188808.4, 517332.1 188884.6, 517352.3 188849.9, 517305.5 188821.7, 517190 188753.4, 516968.6 188610.7, 516932.7 188582.1, 516757.9 188421.5, 516701.6 188368.6, 516450.5 188663.4, 516276.2 188830, 516255.8 188848.1, 516374 188902.1, 516580.2 188919.9, 516631 189038.2, 516565.2 189167.2, 516359.6 189283.1, 516380.2 189320.2, 516342.3 189352.7, 516348 189355, 516544 189410, 516552.3 189373.7, 516580 189245, 516736.6 189200.1, 516747.9 189174.1, 516708.2 189153.3, 516793 189124.9, 516791 189100.8, 516784.5 189054.7, 516791 188965.3)))"
"E01002177",7,"MULTIPOLYGON (((516867.5 190255.7, 516913.2 190126.2, 516961.1 189954.8, 516877.2 189910.5, 516834 189850.8, 516768.5 189849.1, 516627.6 190025.5, 516596 190016, 516551.3 190001.4, 516565.1 190200.4, 516520.1 190202.9, 516518.3 190196.3, 516426.2 190191.6, 516414.8 190072.9, 516369.8 190075.4, 516371.6 190128.6, 516443.6 190400.7, 516475.1 190462, 516588.8 190466.2, 516704.5 190396, 516867.5 190255.7)))"
"E01002178",8,"MULTIPOLYGON (((516565.1 190200.4, 516551.3 190001.4, 516596 190016, 516627.6 190025.5, 516768.5 189849.1, 516834 189850.8, 516877.2 189910.5, 516956.3 189841, 516883.3 189816.9, 516943.7 189582.8, 516772 189530.4, 516737.9 189503.4, 516681.6 189502.8, 516661.8 189582.4, 516594.1 189771.7, 516454.5 189729.5, 516445.2 189775.1, 516410 189767, 516408.3 189707.4, 516339.2 189712.6, 516340.9 189843.8, 516362.1 189850.3, 516369.8 190075.4, 516414.8 190072.9, 516426.2 190191.6, 516518.3 190196.3, 516520.1 190202.9, 516565.1 190200.4)))"
"E01002179",5,"MULTIPOLYGON (((515749.9 189826.7, 515691.4 189818.8, 515679.1 189768.9, 515740.7 189757.4, 515728.4 189719.8, 515772 189671.7, 515774.4 189490.4, 515659 189584, 515469.3 189618.7, 515477.4 189578.8, 515540.4 189559.2, 515554 189436, 515440.9 189526.6, 515376.4 189479.5, 515347.3 189397.2, 515102.4 189344.9, 515165 189212, 515131 189194, 515092.5 189159.4, 515017.1 189181.8, 514937.4 189210, 514957 189326, 514999.7 189352.5, 514874.2 189477.9, 514916 189507.8, 514903 189543, 515213.4 189636.4, 515210.6 189638.7, 515368.7 189701.8, 515410.2 189722.5, 515408.9 189832.5, 515488.9 189821.2, 515488.2 189872.2, 515543 189875, 515615 189876, 515753.3 189851.8, 515749.9 189826.7)))"
"E01002180",3,"MULTIPOLYGON (((516340.9 189843.8, 516339.2 189712.6, 516256.3 189485.3, 516098.2 189333.4, 515935.9 189327.5, 515873.2 189272.8, 515696.1 189312.1, 515660.9 189305.9, 515555.2 189383.4, 515555.6 189350, 515604 189116.6, 515540.4 189102, 515447 189072, 515401.7 189099.9, 515378.8 189200.4, 515339.9 189214.1, 515150.5 189161, 515131 189194, 515165 189212, 515102.4 189344.9, 515347.3 189397.2, 515376.4 189479.5, 515440.9 189526.6, 515554 189436, 515540.4 189559.2, 515477.4 189578.8, 515469.3 189618.7, 515659 189584, 515774.4 189490.4, 515772 189671.7, 515820 189678, 515818.9 189722.3, 515970.8 189612.6, 516065.3 189616.1, 516065.6 189815.8, 516074.7 189792.7, 516340.9 189843.8)))"
"E01002181",7,"MULTIPOLYGON (((515020 189045, 515034.6 189015.1, 515087.2 189025.6, 515137.2 188865.2, 515116.4 188821.1, 515153.8 188769.4, 515111.3 188745.3, 515124 188680.6, 515166.2 188681.5, 515132.8 188640.3, 515123 188670.6, 515055.7 188658.5, 515040.3 188761, 515007.8 188762, 515041.1 188638.8, 515002 188607.9, 514950.2 188775.9, 514859.8 189004.9, 514816.4 189103.2, 514776.3 189198, 514711.3 189347.1, 514667 189450.7, 514596.3 189610.6, 514519.3 189786.5, 514435.2 189953.6, 514648.5 190048.1, 514807.4 189928.1, 515023.6 189771.6, 515210.6 189638.7, 515213.4 189636.4, 514903 189543, 514916 189507.8, 514874.2 189477.9, 514999.7 189352.5, 514957 189326, 514937.4 189210, 515017.1 189181.8, 515092.5 189159.4, 515020 189045)))"
"E01002182",6,"MULTIPOLYGON (((515378.8 189200.4, 515401.7 189099.9, 515447 189072, 515540.4 189102, 515604 189116.6, 515648.9 188876.4, 515584.6 188861.3, 515572.3 188903.7, 515431.8 188888.7, 515412 188871.9, 515471.8 188731.4, 515433.4 188707.6, 515379.5 188718.6, 515166.2 188681.5, 515124 188680.6, 515111.3 188745.3, 515153.8 188769.4, 515116.4 188821.1, 515137.2 188865.2, 515087.2 189025.6, 515034.6 189015.1, 515020 189045, 515092.5 189159.4, 515131 189194, 515150.5 189161, 515339.9 189214.1, 515378.8 189200.4)))"
"E01002183",5,"MULTIPOLYGON (((516247.2 190298.3, 516303 190116, 516210 190084, 516256 189870, 516173.7 189892.7, 516135.7 190012.7, 516098.6 189985.5, 516053.1 189985.5, 515868.4 189972.9, 515841.2 189939.2, 515831 189928, 515832.7 189894.7, 515759.2 189883.9, 515645.3 189909, 515615 189876, 515543 189875, 515488.2 189872.2, 515488.9 189821.2, 515408.9 189832.5, 515384.8 189958.2, 515477.6 189991.8, 515483.5 189994, 515589.3 190035.7, 515658.5 190063.3, 515811.5 190125.2, 515894.6 190166.7, 516048.1 190245, 516065.3 190215.6, 516174.4 190269, 516207.8 190256.4, 516247.2 190298.3)))"
"E01002184",5,"MULTIPOLYGON (((516443.6 190400.7, 516371.6 190128.6, 516369.8 190075.4, 516362.1 189850.3, 516340.9 189843.8, 516074.7 189792.7, 516065.6 189815.8, 516065.3 189616.1, 515970.8 189612.6, 515818.9 189722.3, 515820 189678, 515772 189671.7, 515728.4 189719.8, 515740.7 189757.4, 515679.1 189768.9, 515691.4 189818.8, 515749.9 189826.7, 515753.3 189851.8, 515615 189876, 515645.3 189909, 515759.2 189883.9, 515832.7 189894.7, 515831 189928, 515841.2 189939.2, 515868.4 189972.9, 516053.1 189985.5, 516098.6 189985.5, 516135.7 190012.7, 516173.7 189892.7, 516256 189870, 516210 190084, 516303 190116, 516247.2 190298.3, 516207.8 190256.4, 516174.4 190269, 516065.3 190215.6, 516048.1 190245, 516151.6 190297.2, 516200.5 190346.2, 516271.6 190356.8, 516451.7 190454.1, 516475.1 190462, 516443.6 190400.7)))"
"E01002185",3,"MULTIPOLYGON (((511028.7 190538.2, 511081 190514, 511130.9 190531.5, 511152.2 190501, 511176.1 190429.4, 511307 190243, 511282.8 190203.3, 511217.1 190288, 511193.6 190224.4, 511235.6 190156.2, 511212.9 190108.3, 511041.9 190199.4, 510989.3 190170.6, 510972.6 190217.2, 510943 190191.9, 511052 190118, 511004.8 190081.5, 510864 190207.1, 510820.1 190206.8, 510807.7 190240.9, 510794.9 190287.7, 510763.4 190379.8, 510728.3 190550.2, 511036.1 190579.3, 511028.7 190538.2)))"
"E01002186",5,"MULTIPOLYGON (((511647.6 190417.8, 511435.8 190124.4, 511478.6 190095.3, 511513.4 190100.2, 511505.4 190121.9, 511544.5 190086, 511607.4 190052.3, 511579.3 190003.3, 511716.4 190013.9, 511665.7 189937.2, 511659.8 189870.2, 511829.2 189778.3, 511799.1 189718.5, 511766 189731, 511660.6 189763.4, 511392.3 189826.3, 511318.4 189842.5, 511081.9 189893.4, 511075.1 189906.2, 510935.2 189935.8, 510905.1 189944, 510920.4 190031.8, 510820.1 190206.8, 510864 190207.1, 511004.8 190081.5, 511052 190118, 510943 190191.9, 510972.6 190217.2, 510989.3 190170.6, 511041.9 190199.4, 511212.9 190108.3, 511235.6 190156.2, 511193.6 190224.4, 511217.1 190288, 511282.8 190203.3, 511307 190243, 511176.1 190429.4, 511296.6 190464.1, 511364.9 190330.6, 511449.4 190305.9, 511546 190499.2, 511624.3 190576.3, 511674.6 190563, 511632 190533, 511667 190483, 511631 190460, 511647.6 190417.8)))"
"E01002187",7,"MULTIPOLYGON (((511762.6 190870.7, 511839.4 190652.4, 511968.5 190662.4, 512002.5 190594.9, 512063.1 190685.4, 512077.5 190669.3, 512127.7 190597.7, 512122.4 190404.7, 512040.7 190369.6, 511975 190486.8, 511975.1 190237.9, 511899.4 190213, 511905 190179, 511946 190172, 511912 190143, 511921.3 190103.6, 511945.1 189994.5, 511876.4 189956.9, 511877.4 189916.7, 511941.1 189842.8, 511937.4 189781.8, 511665.7 189937.2, 511716.4 190013.9, 511579.3 190003.3, 511607.4 190052.3, 511544.5 190086, 511505.4 190121.9, 511513.4 190100.2, 511478.6 190095.3, 511435.8 190124.4, 511647.6 190417.8, 511631 190460, 511667 190483, 511632 190533, 511674.6 190563, 511624.3 190576.3, 511546 190499.2, 511449.4 190305.9, 511364.9 190330.6, 511296.6 190464.1, 511176.1 190429.4, 511152.2 190501, 511130.9 190531.5, 511081 190514, 511028.7 190538.2, 511036.1 190579.3, 511076 190583, 511163.5 190598.7, 511175.5 190671.1, 511244.5 190699.3, 511231 190730.9, 511345.6 190805.6, 511390.7 190735.5, 511359.2 190709.3, 511379 190672, 511604 190779, 511626 190757.4, 511621.7 190732.1, 511358.2 190609.9, 511392.7 190578.5, 511651.3 190691.6, 511679.8 190699.7, 511637.9 190834.4, 511762.6 190870.7)))"
"E01002188",10,"MULTIPOLYGON (((512172.1 190691.7, 512230.8 190601.5, 512270 190643.7, 512374 190575.4, 512412.2 190574.8, 512488.4 190442.7, 512521.4 190464.2, 512570.5 190368.8, 512630.3 190260.9, 512665.4 190182, 512623.6 190122.4, 512720 189898.6, 512637.9 189894.7, 512609.3 189843.6, 512556.2 189828.4, 512422.6 189891.3, 512321.6 189869.4, 512313.9 189834.9, 512236.6 189792.1, 512227.2 189820.2, 512150.3 189802.8, 512146 189775, 512028.6 189792.5, 511976.4 189756.9, 511937.4 189781.8, 511941.1 189842.8, 511877.4 189916.7, 511876.4 189956.9, 511945.1 189994.5, 511921.3 190103.6, 511912 190143, 511946 190172, 511905 190179, 511899.4 190213, 511975.1 190237.9, 511975 190486.8, 512040.7 190369.6, 512122.4 190404.7, 512127.7 190597.7, 512077.5 190669.3, 512172.1 190691.7)))"
"E01002189",10,"MULTIPOLYGON (((511937.4 189781.8, 511976.4 189756.9, 512028.6 189792.5, 512146 189775, 512150.3 189802.8, 512227.2 189820.2, 512236.6 189792.1, 512313.9 189834.9, 512321.6 189869.4, 512422.6 189891.3, 512556.2 189828.4, 512609.3 189843.6, 512637.9 189894.7, 512720 189898.6, 512741.6 189843, 512692.6 189795.2, 512756.2 189719, 512899.3 189656.6, 512996.6 189678.6, 512982 189580.3, 512936.5 189579.4, 512934.5 189485.6, 512849 189532.8, 512851.1 189500, 512785.6 189467.6, 512865.2 189429.9, 512864.4 189384.7, 512909.6 189367.9, 512903.6 189321.2, 512890.2 189297.5, 512808.7 189311.1, 512768.4 189291.6, 512811.6 189260, 512808 189197.3, 512757.5 189121.9, 512621.2 189213.5, 512522.4 189277.7, 512317.6 189413.2, 512249 189457.6, 511958 189643.8, 511799.1 189718.5, 511829.2 189778.3, 511659.8 189870.2, 511665.7 189937.2, 511937.4 189781.8)))"
"E01002190",9,"MULTIPOLYGON (((511637.9 190834.4, 511679.8 190699.7, 511651.3 190691.6, 511392.7 190578.5, 511358.2 190609.9, 511621.7 190732.1, 511626 190757.4, 511604 190779, 511379 190672, 511359.2 190709.3, 511390.7 190735.5, 511345.6 190805.6, 511231 190730.9, 511244.5 190699.3, 511175.5 190671.1, 511163.5 190598.7, 511076 190583, 511036.1 190579.3, 510728.3 190550.2, 510733.7 190877.2, 510734.5 190904.2, 510770 190961.4, 510650.3 191317.3, 510599.8 191689.5, 510916.7 191721.3, 511272 191891.7, 511302.5 191901, 511778 191983.3, 511912.7 192037.1, 511941.4 192051.3, 512026.3 191840.7, 511850 191771.9, 511892.5 191450.7, 511875 191347.5, 511808.8 191321.1, 511832.1 191246.4, 511842.1 191140, 511694.7 191075.4, 511625.6 190995.4, 511611.7 190949.8, 511663.7 190944.1, 511612.5 190927.6, 511637.9 190834.4)))"
"E01002191",9,"MULTIPOLYGON (((512300.6 188239.4, 512274.5 188082.3, 512374.3 188088.9, 512415.5 188056.5, 512430.6 187978.3, 512359 187840.4, 512340.4 187716.9, 512361.6 187661.7, 512340.6 187565.2, 512289.9 187477.7, 512312.7 187390.5, 512295 187348.6, 512139.2 187249.3, 511962.3 187016, 511959.2 187022.2, 511921.3 187087, 511971.9 187154.1, 511898.9 187288.7, 511840.3 187407.3, 511801.5 187463.7, 511839.2 187500.6, 511772 187718, 511729.9 187811.2, 511768.2 187782.7, 511863.3 187822.3, 511704.5 187981.3, 511856.2 188064.1, 511791.2 188144.3, 512190.6 188107, 512198.3 188146.4, 512201.5 188148.2, 512240.6 188141.4, 512258 188248, 512300.6 188239.4)))"
"E01002192",9,"MULTIPOLYGON (((512249 189457.6, 512317.6 189413.2, 512279.8 189334.7, 512259.5 189294.9, 512243.2 189270.8, 512175.1 189305.6, 512154.9 189363.3, 511967 189275, 511939 189396, 511866.1 189299.3, 511827 189303, 511834 189225, 511783.8 189216.1, 511749.2 189305, 511702.9 189299.5, 511615.7 189381.2, 511517.5 189353.9, 511467.6 189437.6, 511432.6 189413.7, 511418.5 189279.7, 511346.9 189143.8, 511319.9 189176.1, 511250 189146.8, 511245 189191.8, 511173.4 189637.8, 511171 189679.5, 511081.9 189893.4, 511318.4 189842.5, 511392.3 189826.3, 511660.6 189763.4, 511766 189731, 511799.1 189718.5, 511958 189643.8, 512249 189457.6)))"
"E01002193",8,"MULTIPOLYGON (((512522.4 189277.7, 512621.2 189213.5, 512757.5 189121.9, 512807.1 189087.9, 512585.4 188974.1, 512634.9 188888.8, 512686 188757, 512646.5 188742.9, 512497.1 188834.8, 512386.4 188699.9, 512336.7 188685.3, 512356.7 188860.3, 512270.9 188867.3, 512261.4 188782.8, 512203.9 188781.9, 512198 188722, 512189.4 188726.3, 511965 188856, 512028.8 188871.3, 511985.7 188890.3, 512038 188930, 512013.1 188955.3, 512033.7 189041.7, 511986.1 189061.1, 512002 189156.2, 512052.1 189153.6, 512081.5 189278.3, 512175.1 189305.6, 512243.2 189270.8, 512259.5 189294.9, 512279.8 189334.7, 512317.6 189413.2, 512522.4 189277.7)))"
"E01002194",10,"MULTIPOLYGON (((511467.6 189437.6, 511517.5 189353.9, 511615.7 189381.2, 511702.9 189299.5, 511749.2 189305, 511783.8 189216.1, 511834 189225, 511827 189303, 511866.1 189299.3, 511939 189396, 511967 189275, 512154.9 189363.3, 512175.1 189305.6, 512081.5 189278.3, 512052.1 189153.6, 512002 189156.2, 511986.1 189061.1, 512033.7 189041.7, 512013.1 188955.3, 512038 188930, 511985.7 188890.3, 512028.8 188871.3, 511965 188856, 512189.4 188726.3, 512147.7 188686.6, 512105.9 188722, 512092 188534, 512048.2 188535, 512046.3 188623, 511946 188627, 511928.4 188733.3, 511849.4 188677.1, 511760.5 188620.3, 511698 188630, 511640.3 188586.8, 511596 188557, 511586.3 188605.1, 511537 188600.2, 511491.1 188949.1, 511346.9 189143.8, 511418.5 189279.7, 511432.6 189413.7, 511467.6 189437.6)))"
"E01002195",10,"MULTIPOLYGON (((512754.7 188777.8, 512773.1 188621.7, 512793.7 188531.2, 512814.4 188473.5, 512740.8 188477.8, 512706.1 188442, 512586.8 188479.4, 512573.8 188443.5, 512505.7 188362.2, 512409.1 188286.5, 512374.3 188088.9, 512274.5 188082.3, 512300.6 188239.4, 512258 188248, 512248.8 188302.9, 512225.4 188347.3, 512192 188417, 512191 188533, 512140.9 188534.6, 512147.7 188686.6, 512189.4 188726.3, 512198 188722, 512203.9 188781.9, 512261.4 188782.8, 512270.9 188867.3, 512356.7 188860.3, 512336.7 188685.3, 512386.4 188699.9, 512497.1 188834.8, 512646.5 188742.9, 512686 188757, 512634.9 188888.8, 512754.7 188777.8)))"
"E01002196",10,"MULTIPOLYGON (((512046.3 188623, 512048.2 188535, 512092 188534, 512105.9 188722, 512147.7 188686.6, 512140.9 188534.6, 512191 188533, 512192 188417, 512225.4 188347.3, 512248.8 188302.9, 512258 188248, 512240.6 188141.4, 512201.5 188148.2, 512198.3 188146.4, 512190.6 188107, 511791.2 188144.3, 511856.2 188064.1, 511704.5 187981.3, 511863.3 187822.3, 511768.2 187782.7, 511729.9 187811.2, 511596.4 188075.6, 511585.4 188099.8, 511544.5 188199.4, 511578.4 188211.8, 511563 188463.3, 511543.8 188533.3, 511537 188600.2, 511586.3 188605.1, 511596 188557, 511640.3 188586.8, 511698 188630, 511760.5 188620.3, 511849.4 188677.1, 511928.4 188733.3, 511946 188627, 512046.3 188623)))"
"E01002197",7,"MULTIPOLYGON (((517490.7 190156.3, 517482.3 190108.7, 517526.3 190012.2, 517491 189997.2, 517533 189882, 517493.3 189857.8, 517438.9 190004.5, 517377.7 190034.9, 517434 189925.7, 517342.4 189899.6, 517323 189932.3, 517065.7 189828.1, 516997.7 189955, 516979.8 190105.2, 517116.1 190176.1, 517148.8 190136.3, 517188.8 190155.4, 517173.2 190182.8, 517280.5 190243.4, 517202.4 190374.4, 517363 190459.5, 517490.7 190156.3)))"
"E01002198",7,"MULTIPOLYGON (((518893.4 190241.3, 518945.6 190212.7, 519045 190256.1, 519202.2 190244.9, 519220.5 190191.7, 519225.9 190174.2, 519245.2 190110.2, 519279.2 190000.3, 519240.7 189991.6, 519031.6 189943.4, 518858.2 189885.8, 518836.7 189825.1, 518817.5 189836.8, 518727 189917, 518765.1 189924.5, 518769.1 189962.4, 518722.4 189976.9, 518956.3 190071.7, 518942.7 190115.6, 518896.7 190108.6, 518888.3 190139.8, 518658 190088, 518649.2 190116.6, 518686.1 190149.9, 518655.9 190258.4, 518723.4 190295.6, 518749.6 190379.4, 518797.6 190406.7, 518831.1 190426, 518899.1 190287.5, 518893.4 190241.3)))"
"E01002199",8,"MULTIPOLYGON (((516997.7 189955, 517065.7 189828.1, 517323 189932.3, 517342.4 189899.6, 517434 189925.7, 517377.7 190034.9, 517438.9 190004.5, 517493.3 189857.8, 517533 189882, 517491 189997.2, 517526.3 190012.2, 517597 189853, 517694 189819, 517678.8 189769.4, 517463.5 189700.5, 517453.5 189695.4, 517409.4 189673, 517420.1 189644.6, 517176.4 189553.8, 517150.4 189605.4, 517099.2 189585, 517065.5 189675.6, 516961.1 189954.8, 516913.2 190126.2, 516960.8 190150.2, 516979.8 190105.2, 516997.7 189955)))"
"E01002200",6,"MULTIPOLYGON (((518694.6 190611.8, 518709.8 190581.3, 518746.6 190600.8, 518808.7 190472.4, 518773.2 190455.5, 518797.6 190406.7, 518749.6 190379.4, 518723.4 190295.6, 518655.9 190258.4, 518686.1 190149.9, 518649.2 190116.6, 518658 190088, 518888.3 190139.8, 518896.7 190108.6, 518942.7 190115.6, 518956.3 190071.7, 518722.4 189976.9, 518769.1 189962.4, 518765.1 189924.5, 518727 189917, 518817.5 189836.8, 518749.9 189806.7, 518537.2 189984.5, 518535.2 189982.4, 518465 190094.3, 518395.3 190070.6, 518335.2 190283.9, 518410.5 190277.1, 518395.9 190341.7, 518377.8 190423.3, 518291.3 190799.3, 518323 190809, 518311 190888, 518481.5 190986.7, 518558 190844, 518657.6 190665.3, 518643 190634.3, 518694.6 190611.8)))"
"E01002201",8,"MULTIPOLYGON (((517560.2 190297.2, 517571.6 190270.8, 517602.6 190295.4, 517636.5 190238.6, 517716.4 190260.2, 517810.3 190285.5, 517788.4 190235.1, 517818 190220.1, 517912 190272, 517923.6 190235.7, 517935 190199, 517974 190203, 517995.8 190138.6, 518030.2 190159.3, 518090.6 190101.2, 518114 190000, 518023 189907, 517981 189913, 518001.3 189841.8, 517979.3 189848.3, 517918.2 189836.1, 517678.8 189769.4, 517694 189819, 517597 189853, 517526.3 190012.2, 517482.3 190108.7, 517490.7 190156.3, 517363 190459.5, 517366 190493.9, 517513 190551.5, 517519.9 190532.5, 517583.8 190355.7, 517544.7 190342.1, 517560.2 190297.2)))"
"E01002202",5,"MULTIPOLYGON (((518395.9 190341.7, 518410.5 190277.1, 518335.2 190283.9, 518395.3 190070.6, 518465 190094.3, 518535.2 189982.4, 518537.2 189984.5, 518749.9 189806.7, 518552.2 189712.3, 518519.2 189686.7, 518478 189717.5, 518461.6 189679.3, 518426.2 189701.8, 518354 189743.9, 518345.6 189750, 518280.8 189804.3, 518303.5 189846, 518277.6 189875.7, 518210.4 189806.9, 518184 189872.5, 518001.3 189841.8, 517981 189913, 518023 189907, 518114 190000, 518090.6 190101.2, 518127 190111, 518109.8 190180, 518159 190187.3, 518212 190032.8, 518254.5 190056.7, 518281.9 190014.2, 518308.7 190002.9, 518266 190264.9, 518317.5 190323.4, 518377.8 190423.3, 518395.9 190341.7)))"
"E01002203",7,"MULTIPOLYGON (((518291.3 190799.3, 518377.8 190423.3, 518317.5 190323.4, 518266 190264.9, 518308.7 190002.9, 518281.9 190014.2, 518254.5 190056.7, 518212 190032.8, 518159 190187.3, 518109.8 190180, 518127 190111, 518090.6 190101.2, 518030.2 190159.3, 517995.8 190138.6, 517974 190203, 517935 190199, 517923.6 190235.7, 517912 190272, 517818 190220.1, 517788.4 190235.1, 517810.3 190285.5, 518066.7 190353.7, 518056.3 190390.9, 518042.2 190430.7, 517945.6 190696.7, 517964.8 190704.4, 517991.2 190715.8, 518185.3 190743.5, 518291.3 190799.3)), ((518291.3 190799.3, 518224.8 191088, 518208 191169.3, 518387.1 191188.2, 518481.5 190986.7, 518311 190888, 518323 190809, 518291.3 190799.3)))"
"E01002204",7,"MULTIPOLYGON (((513096.1 187478.2, 513048.6 187427, 513030.9 187442.7, 513029 187224, 512966.7 187223, 512972.9 187163.5, 512980.4 187132.5, 513031.3 187135.9, 513054.6 187047.2, 513062.6 186955, 513099.3 186955.4, 513091.9 186899.5, 512982.4 186887.4, 512891.3 186891.2, 512623.8 186872.8, 512591.1 186907.5, 512622.5 186957.8, 512659 187020, 512630 187064.8, 512674.4 187112, 512732.7 187214.9, 512601 187209.2, 512598.5 187248.7, 512646.4 187263.6, 512906.9 187274, 512925.7 187387.1, 512884.6 187429.4, 512937.7 187427.6, 512943 187479.2, 512904.2 187526.5, 512939.8 187520.3, 513010.3 187505.8, 513063.4 187489.7, 513096.1 187478.2)))"
"E01002206",6,"MULTIPOLYGON (((513108.6 187473.5, 513393.7 187323, 513374 187146, 513375 187065.8, 513383.3 187064.6, 513385.2 187019.2, 513342.2 187017.2, 513341.9 186905.6, 513280.2 186887.1, 513091.9 186899.5, 513099.3 186955.4, 513062.6 186955, 513054.6 187047.2, 513031.3 187135.9, 512980.4 187132.5, 512972.9 187163.5, 512966.7 187223, 513029 187224, 513030.9 187442.7, 513048.6 187427, 513096.1 187478.2, 513108.6 187473.5)))"
"E01002207",7,"MULTIPOLYGON (((512539.5 186999.2, 512566.4 186959.9, 512601.5 186979.6, 512622.5 186957.8, 512591.1 186907.5, 512623.8 186872.8, 512551.2 186828.2, 512424.6 186723.7, 512513.6 186506.7, 512566 186387.9, 512528.3 186357.7, 512455.9 186302.3, 512453.2 186300.7, 512423.2 186277.8, 512253.4 186150.7, 512218.4 186275.2, 512207.1 186385.1, 512145.6 186625.4, 512191.4 186638.4, 512204.2 186598.9, 512171 186737, 512269 186727, 512327.5 186725.4, 512377 186724, 512539.5 186999.2)))"
